 (-2.777718363238476651e-02+5.545548924880310676e-02j), (-9.725001917521193529e-02+4.955644068643885736e-02j), (7.922796755547838188e-02-2.215809127667217257e-02j), (7.640331633523077086e-03+3.684118086505144135e-02j), (-1.032923650843208252e-01-3.803369811898968389e-02j), (-5.358354058361126764e-03+1.320498813889923496e-02j), (7.356749288435929235e-02-6.535977577005917805e-02j), (5.333423858333749545e-02+5.188484668427481572e-02j), (-1.926966608330187847e-01+6.079575195891280884e-03j), (-5.745022691371896167e-02-5.913993280799952068e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j), (1.045083982588302235e-01-5.985663491383756696e-02j), (-1.024673524745981640e-01+2.663086227263786535e-02j), (4.096409452340046137e-02-2.217480011127649989e-02j), (1.314375137803549254e-01-7.818641972788748298e-03j), (-6.897730416881410476e-02+5.796013161598447330e-03j), (4.854455855370221062e-02+6.101944077270624045e-02j), (2.126839939471526775e-02+2.807790615753849237e-02j), (-2.014217012414871652e-03-5.058699785965819172e-03j), (-5.777920364928629607e-03+2.187532835025138289e-02j), (-7.388217962664153649e-02-6.940156802244245270e-03j), (-4.679898230954485788e-02+8.934993379202683939e-02j), (1.691075109095551213e-02+4.798069559722650118e-02j), (-1.524327103416909801e-01-6.720319011050955582e-02j)
 (3.125226771237507584e-02-2.190253828968027894e-02j), (-1.004690310471863662e-01+5.554694095379405366e-02j), (-3.967839566225626197e-02-5.011992379085983967e-02j), (5.126107790608919884e-02+7.162445515416460302e-03j), (1.700416598855384112e-02+5.497399203388404765e-02j), (-1.759687580783896726e-02+3.276417581938154133e-02j), (9.632613134677378564e-02-9.460997288770371660e-02j), (-2.940135163045391742e-02-4.846584554255223883e-04j), (-2.219302688771214171e-01-3.795565329482062517e-02j), (3.208165330787614289e-02-1.360377674791432047e-02j), (1.045083982588302235e-01+5.985663491383756696e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j), (1.475089911046402469e-01-1.205813969561604637e-02j), (-1.478373792244714047e-01+1.485438638504606168e-01j), (1.651248026962755799e-01-1.624487064815009069e-02j), (-1.595601619761187751e-01-1.799587668171416521e-02j), (2.207386050293013713e-01+1.160097912122494412e-01j), (2.278189360419731468e-02-7.461382998847758408e-02j), (-3.835519146313013262e-03+1.169429197786761056e-02j), (-6.096688133884781147e-02+1.151084961534071943e-01j), (6.200997527808824183e-02-4.924531239151139217e-02j), (-1.729520071109445500e-01+2.181623219424155477e-02j), (6.537367343138195119e-02+2.325369796080644421e-03j), (-9.449991570466693969e-02+1.235600886628342512e-02j)
 (-4.604735165419729381e-02-5.793432677471271885e-02j), (1.005793672006987383e-01-5.528159275261808336e-02j), (-1.047816453069613796e-02+5.028460443075367242e-02j), (-2.937563226417928830e-02-8.291602098198258552e-02j), (-5.405267387574758803e-02+1.321607641887817888e-03j), (3.285585477658199000e-02+3.389584277729934536e-02j), (2.334869295430206174e-02-5.711967555040536187e-02j), (-2.428861147452590352e-01-6.139870106515044751e-02j), (3.193551234761089069e-02-1.770521758996140838e-02j), (-7.166945425432433292e-02-9.388314021662022904e-03j), (-1.024673524745981640e-01-2.663086227263786535e-02j), (1.475089911046402469e-01+1.205813969561604637e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j), (2.881134899753686959e-02+3.964707459245387505e-02j), (1.343743246242334530e-02+8.416555460706423575e-02j), (2.605357763777806936e-04-4.575408915801272569e-02j), (4.199841326268032027e-02+7.621583986422847401e-02j), (6.599681583735080015e-02+5.205920604671457341e-02j), (4.144298694769563314e-03+1.874258897191935155e-02j), (4.131590436047706538e-02+1.405411885378780590e-01j), (-7.746527438125969112e-02-1.090129826012487951e-01j), (-8.039992086898574419e-02-1.870610689957730860e-02j), (1.890177617340463856e-01-1.073446671752835840e-01j), (-1.607766996742763729e-02+1.230161630671885303e-01j)
 (-9.728323893793115740e-02-7.338022258403643916e-02j), (3.613827186111392281e-02-6.300683516859911792e-02j), (5.785717171837159722e-02-7.933274712571453113e-02j), (-1.022835242663807515e-01-8.453722472589242365e-02j), (-1.197047415583027130e-01-8.268713380745690289e-02j), (1.015948751721902354e-01+7.351811203667868444e-02j), (6.583133769023525976e-03-7.481691512710265946e-02j), (-3.934420135685784414e-02+7.825158517036286121e-02j), (4.617758350682563823e-02+1.168849946477596574e-01j), (-2.790553911876408888e-02-8.343850649025846833e-02j), (4.096409452340046137e-02+2.217480011127649989e-02j), (-1.478373792244714047e-01-1.485438638504606168e-01j), (2.881134899753686959e-02-3.964707459245387505e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j), (-5.109391112331427426e-02-1.240809864819769764e-01j), (7.337066621778697006e-02+4.599519233815755476e-02j), (-6.337919533196055555e-02-1.265927053566495430e-01j), (-3.480619664279226838e-02+1.033829856240798956e-01j), (-1.588137452990625795e-03-4.870590831914374357e-03j), (-1.550033217907773736e-02-1.313051014612033884e-01j), (-5.804166097205798458e-02-8.546237090756976518e-02j), (-4.459816233481322945e-02+3.447178159465603270e-02j), (-3.880665980781539820e-02+7.087362820766255136e-03j), (8.335798027647571551e-02+3.016042072236296487e-02j)
 (1.110710328138730385e-01+5.190693710438604169e-02j), (-1.130523710080637012e-01-4.881895418408482845e-02j), (5.679914814776475945e-02-8.162019385993607434e-02j), (5.082566039443663086e-02+1.229157307200836810e-02j), (-2.410723816399799185e-02-1.988813003167960031e-02j), (-1.078708678048277553e-01+2.398736815766482067e-02j), (2.069208688390323028e-02-1.227866271998052233e-02j), (5.102892916033118648e-02-4.656584855652159266e-02j), (-3.533424099976144039e-01-1.420286709426070992e-01j), (1.177068792203409681e-02+4.572731468690161352e-03j), (1.314375137803549254e-01+7.818641972788748298e-03j), (1.651248026962755799e-01+1.624487064815009069e-02j), (1.343743246242334530e-02-8.416555460706423575e-02j), (-5.109391112331427426e-02+1.240809864819769764e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j), (-1.011663356762216998e-01-5.917929797286867327e-02j), (1.869628024060262239e-01+1.009590638679330327e-01j), (5.872933181057315988e-02-6.404645354243396205e-02j), (-8.161886740013659866e-03-8.768624001064276308e-03j), (-2.828594453893961205e-02-3.237719566290740009e-02j), (9.369106462752459230e-02+2.098240054909839350e-02j), (-3.370405197752903564e-02-7.524094361683375531e-02j), (4.753532670001980182e-02+6.858143644776092118e-02j), (-1.272978571582207563e-01+5.297115097984646942e-02j)
 (-7.613596668727472261e-02-8.663332016238733599e-03j), (1.306701206844794461e-01+3.806560792247480618e-02j), (-9.000590016211645894e-02-7.664695676701316351e-02j), (9.963609621415343842e-02-7.736988904723366735e-03j), (5.749848292153175722e-02+4.493968800834774457e-02j), (-1.004977993174256332e-02-1.125693882369155352e-01j), (2.351914881457502562e-02+3.281013074370108668e-02j), (-1.392231582042695315e-01-6.594119211074392362e-02j), (1.145030458425244368e-01-2.307808751017587784e-02j), (1.078968388107114096e-01-2.955999167037258110e-02j), (-6.897730416881410476e-02-5.796013161598447330e-03j), (-1.595601619761187751e-01+1.799587668171416521e-02j), (2.605357763777806936e-04+4.575408915801272569e-02j), (7.337066621778697006e-02-4.599519233815755476e-02j), (-1.011663356762216998e-01+5.917929797286867327e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j), (-7.894937324180749394e-02-1.398703160172229676e-01j), (1.236583737243183018e-01-1.484288436615077526e-02j), (-3.463475399439031911e-03-9.468852876438208291e-03j), (-4.648280067785022507e-02-9.803445692705881065e-02j), (5.984291062076238510e-02-4.486087401634492738e-02j), (1.183175629223141428e-01-6.133984429844937386e-02j), (2.397674635935762372e-05+1.050527584035923778e-01j), (2.587273763386538708e-02-1.368274724172706229e-02j)
 (1.486259703850828784e-01-3.493143169263653730e-02j), (-5.146524949362558943e-02+1.079749701274232421e-01j), (1.792683564328058018e-02-1.144709237330972240e-01j), (8.069469280464902639e-02+4.074112709639610835e-02j), (-1.028275012212199850e-02+8.096107516094518119e-02j), (-3.385121788096531054e-02+5.121332735830428501e-02j), (-3.501883216014042843e-02-1.977571435825970642e-02j), (-4.028265027325898112e-02-6.896925084566320197e-02j), (-2.732125069477640000e-01+5.382686101817645008e-02j), (1.485719182869317534e-01+1.246427265040154914e-01j), (4.854455855370221062e-02-6.101944077270624045e-02j), (2.207386050293013713e-01-1.160097912122494412e-01j), (4.199841326268032027e-02-7.621583986422847401e-02j), (-6.337919533196055555e-02+1.265927053566495430e-01j), (1.869628024060262239e-01-1.009590638679330327e-01j), (-7.894937324180749394e-02+1.398703160172229676e-01j), (0.000000000000000000e+00+0.000000000000000000e+00j), (-2.561632694015129191e-02+3.874357873546010328e-02j), (-1.572207249767942818e-03+3.074976580856733036e-04j), (5.898352292738223007e-02-3.364475523657725620e-02j), (3.806243348487064332e-02+2.852458330627508781e-02j), (-7.975022900803090120e-02-2.167847907979070926e-02j), (-6.379337775848392157e-03-2.663775240837342254e-02j), (-9.152516577319003144e-02+3.949679708073517564e-02j)
 (-4.911559939828851612e-02+3.347593752006868678e-02j), (1.735498516062774360e-02-8.592241847716607095e-02j), (1.439470637858064747e-03-7.040216021528429569e-02j), (2.765249466483536700e-02-1.980265043459360219e-02j), (1.062245134518053635e-01+2.015594690397925492e-01j), (-4.322890116743355327e-02-4.822992460327064565e-03j), (1.015451714306270098e-01-5.222699098995105260e-02j), (-5.439741519777560597e-02+1.259205382111114047e-01j), (-2.106125090468249222e-02-7.992240632181919074e-03j), (4.890975314484081321e-02-6.521254502018995758e-02j), (2.126839939471526775e-02-2.807790615753849237e-02j), (2.278189360419731468e-02+7.461382998847758408e-02j), (6.599681583735080015e-02-5.205920604671457341e-02j), (-3.480619664279226838e-02-1.033829856240798956e-01j), (5.872933181057315988e-02+6.404645354243396205e-02j), (1.236583737243183018e-01+1.484288436615077526e-02j), (-2.561632694015129191e-02-3.874357873546010328e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j), (-8.509930208448040698e-03-3.993622612682905769e-03j), (-3.524750320852175489e-02-4.553326932597284715e-02j), (-7.620001229052598968e-02-1.499322804383327983e-02j), (1.128157819037164528e-01+1.378356656471938294e-02j), (4.456100872887532038e-02+9.170415050847573191e-02j), (5.116558803212194889e-02-1.306462429190053710e-02j)
 (3.361313462457630970e-05+6.173991146302895347e-03j), (2.880933833673033836e-03+1.604617177858970846e-03j), (4.228533385951764936e-03+3.551804319410056549e-03j), (-2.071767488861602749e-04+9.452342268669254241e-03j), (1.299324240640777409e-03+3.172603439471013368e-03j), (5.264696450086975635e-03+1.421903674235558846e-03j), (-3.292901406759302010e-03+8.323830028867499481e-03j), (4.273866668821568737e-03-3.576487313094852067e-04j), (6.713652039296773809e-03-8.749955574897872596e-03j), (3.229644561244856844e-03+4.497341305830256271e-03j), (-2.014217012414871652e-03+5.058699785965819172e-03j), (-3.835519146313013262e-03-1.169429197786761056e-02j), (4.144298694769563314e-03-1.874258897191935155e-02j), (-1.588137452990625795e-03+4.870590831914374357e-03j), (-8.161886740013659866e-03+8.768624001064276308e-03j), (-3.463475399439031911e-03+9.468852876438208291e-03j), (-1.572207249767942818e-03-3.074976580856733036e-04j), (-8.509930208448040698e-03+3.993622612682905769e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j), (6.206746393499485565e-02+2.678258824661236895e-02j), (9.380201999712246483e-03+7.258569456997284071e-03j), (9.602378196642498464e-04+6.633405143724767535e-03j), (-5.052725732889554698e-03-2.271050215687177298e-02j), (-9.517977609561517963e-03+1.240263096797477455e-02j)
 (3.631471113667867484e-02+7.338735026075518530e-02j), (1.378995139917143890e-02-3.403301617725291994e-02j), (1.115027328041956756e-01+2.005348366393221865e-02j), (1.296835229694646117e-02+7.414617746951840394e-02j), (7.248407901183838431e-02+2.879212487537631537e-02j), (-1.890099192178901926e-04+3.329344202887343784e-02j), (7.188971406693740046e-03+9.721411487545383867e-02j), (2.979403161599549973e-02+6.447696183669272656e-03j), (-9.915067137497493924e-03-6.986982399771071717e-02j), (4.302279382381649087e-02+1.157377645839757774e-01j), (-5.777920364928629607e-03-2.187532835025138289e-02j), (-6.096688133884781147e-02-1.151084961534071943e-01j), (4.131590436047706538e-02-1.405411885378780590e-01j), (-1.550033217907773736e-02+1.313051014612033884e-01j), (-2.828594453893961205e-02+3.237719566290740009e-02j), (-4.648280067785022507e-02+9.803445692705881065e-02j), (5.898352292738223007e-02+3.364475523657725620e-02j), (-3.524750320852175489e-02+4.553326932597284715e-02j), (6.206746393499485565e-02-2.678258824661236895e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j), (-7.660571862179245406e-02+5.793277414521971758e-02j), (4.435737101144535816e-02-1.640881354519363802e-02j), (-3.593992234665093627e-02-1.988025680770918457e-01j), (8.511160516105117230e-04+5.673555905433581847e-02j)
 (5.057184218332849701e-02-1.281521832739665745e-01j), (-4.822426446196070166e-02+1.033381910672141746e-01j), (-7.030657463404214880e-02-9.231207493684302767e-02j), (5.328400003084868969e-02+4.322677692771893787e-02j), (1.216278997185738821e-03-3.164554777466854762e-02j), (-5.506708201413416937e-02-7.153682143258924264e-02j), (8.037662395108061131e-02+6.905411812378726977e-02j), (2.373690680678553974e-02-1.398377606118761107e-01j), (-3.353157194622101434e-02+4.787776256223304910e-02j), (1.969997971816534951e-02-6.025767057777404317e-02j), (-7.388217962664153649e-02+6.940156802244245270e-03j), (6.200997527808824183e-02+4.924531239151139217e-02j), (-7.746527438125969112e-02+1.090129826012487951e-01j), (-5.804166097205798458e-02+8.546237090756976518e-02j), (9.369106462752459230e-02-2.098240054909839350e-02j), (5.984291062076238510e-02+4.486087401634492738e-02j), (3.806243348487064332e-02-2.852458330627508781e-02j), (-7.620001229052598968e-02+1.499322804383327983e-02j), (9.380201999712246483e-03-7.258569456997284071e-03j), (-7.660571862179245406e-02-5.793277414521971758e-02j), (0.000000000000000000e+00+0.000000000000000000e+00j), (-2.038874390639937653e-02-9.695900671722918959e-03j), (-7.939489657042890502e-02+6.487847801231859390e-02j), (-8.432681553431164642e-03+5.153891578180595789e-02j)
